,MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
847,0.3,7000000,4.311,-11,-10.664,-13.606,14.859,19.798,0.2422,1.7059,0.1526,0.0044,-0.1285,-0.1082
848,0.3,7000000,5.012,-11,-10.664,-13.606,14.859,19.798,0.2361,1.7244,0.2396,0.0056,-0.1331,-0.1123
849,0.3,7000000,5.174,-11,-10.664,-13.606,14.859,19.798,0.2346,1.7287,0.2601,0.0059,-0.1343,-0.1132
850,0.3,7000000,7.733,-11,-10.664,-13.606,14.859,19.798,0.2087,1.7675,0.6052,0.009,-0.1574,-0.1172
851,0.3,7000000,10.956,-11,-10.664,-13.606,14.859,19.798,0.1697,1.6811,1.0929,0.0054,-0.1993,-0.0778
852,0.3,7000000,12.511,-11,-10.664,-13.606,14.859,19.798,0.1482,1.6394,1.3453,0.0035,-0.2236,-0.0586
853,0.3,7000000,12.941,-11,-10.664,-13.606,14.859,19.798,0.142,1.629,1.4165,0.0031,-0.2307,-0.0536
854,0.3,7000000,-13.616,-9.26,5.724,4.623,12.867,-2.896,0.0933,1.2923,-1.7679,0.0074,0.1475,-0.0749
855,0.3,7000000,-13.414,-9.26,5.724,4.623,12.867,-2.896,0.0957,1.2997,-1.733,0.0076,0.1444,-0.0775
856,0.3,7000000,-13.258,-9.26,5.724,4.623,12.867,-2.896,0.0976,1.3056,-1.7062,0.0077,0.142,-0.0796
857,0.3,7000000,-13.217,-9.26,5.724,4.623,12.867,-2.896,0.0981,1.3072,-1.6991,0.0077,0.1413,-0.0802
858,0.3,7000000,-12.524,-9.26,5.724,4.623,12.867,-2.896,0.106,1.3358,-1.5811,0.0083,0.1308,-0.0904
859,0.3,7000000,-11.617,-9.26,5.724,4.623,12.867,-2.896,0.1158,1.3811,-1.4293,0.0094,0.1178,-0.1064
860,0.3,7000000,-10.939,-9.26,5.724,4.623,12.867,-2.896,0.1225,1.425,-1.3195,0.0108,0.1088,-0.1216
861,0.3,7000000,-3.169,-9.26,5.724,4.623,12.867,-2.896,0.1698,1.1959,-0.2574,-0.0101,0.0324,-0.0675
862,0.3,7000000,-2.533,-9.26,5.724,4.623,12.867,-2.896,0.1715,1.174,-0.1888,-0.0115,0.0286,-0.0616
863,0.3,7000000,-2.445,-9.26,5.724,4.623,12.867,-2.896,0.1717,1.1714,-0.1799,-0.0117,0.0283,-0.0609
864,0.3,7000000,0.495,-9.26,5.724,4.623,12.867,-2.896,0.1768,1.1321,0.1082,-0.0136,0.0236,-0.0506
865,0.3,7000000,3.007,-9.26,5.724,4.623,12.867,-2.896,0.1773,1.1613,0.3644,-0.0111,0.0212,-0.0581
866,0.3,7000000,8.386,-9.26,5.724,4.623,12.867,-2.896,0.1645,1.3379,1.0703,0.0027,-0.0225,-0.1069
867,0.3,7000000,12.74,-9.26,5.724,4.623,12.867,-2.896,0.1359,1.3203,1.7429,0.0056,-0.0896,-0.1
868,0.3,7000000,-14.269,3.53,11.707,-4.523,12.839,-0.516,0.1505,-0.1791,-1.9621,0.0012,0.1504,-0.0344
869,0.3,7000000,-12.421,3.53,11.707,-4.523,12.839,-0.516,0.1671,-0.2057,-1.6695,0.0008,0.1149,-0.0305
870,0.3,7000000,-6.873,3.53,11.707,-4.523,12.839,-0.516,0.1964,-0.3734,-0.8522,-0.0052,0.0343,0.0155
871,0.3,7000000,0.065,3.53,11.707,-4.523,12.839,-0.516,0.2019,-0.2498,-0.0263,0.0009,-0.0149,-0.016
872,0.3,7000000,4.083,3.53,11.707,-4.523,12.839,-0.516,0.1958,-0.3029,0.4036,-0.0017,-0.0309,-0.0029
873,0.3,7000000,7.232,3.53,11.707,-4.523,12.839,-0.516,0.1851,-0.3729,0.8379,-0.0036,-0.0674,0.0146
874,0.3,7000000,7.796,3.53,11.707,-4.523,12.839,-0.516,0.1822,-0.3828,0.9193,-0.004,-0.0745,0.0176
875,0.3,7000000,10.427,3.53,11.707,-4.523,12.839,-0.516,0.1645,-0.329,1.3076,-0.0007,-0.1079,0.0027
876,0.3,7000000,10.875,3.53,11.707,-4.523,12.839,-0.516,0.1608,-0.3168,1.376,0,-0.1139,-0.0007
877,0.3,7000000,11.768,3.53,11.707,-4.523,12.839,-0.516,0.1527,-0.2921,1.5129,0.0013,-0.126,-0.0071
878,0.3,7000000,12.084,3.53,11.707,-4.523,12.839,-0.516,0.1497,-0.2815,1.5616,0.0018,-0.1303,-0.0099
879,0.3,7000000,12.21,3.53,11.707,-4.523,12.839,-0.516,0.1484,-0.2771,1.5811,0.002,-0.132,-0.011
880,0.3,7000000,13.108,3.53,11.707,-4.523,12.839,-0.516,0.139,-0.2493,1.726,0.0034,-0.1459,-0.0179
881,0.3,7000000,14.189,3.53,11.707,-4.523,12.839,-0.516,0.1265,-0.2291,1.904,0.0043,-0.1639,-0.0219
882,0.3,7000000,-14.725,12.36,8.062,1.053,13.068,6.337,0.0721,-1.4548,-2.0501,0.0007,0.1163,0.0894
883,0.3,7000000,-14.62,12.36,8.062,1.053,13.068,6.337,0.0732,-1.4564,-2.0323,0.0007,0.1144,0.0901
884,0.3,7000000,-13.809,12.36,8.062,1.053,13.068,6.337,0.0814,-1.4684,-1.895,0.0012,0.1002,0.0953
885,0.3,7000000,-13.573,12.36,8.062,1.053,13.068,6.337,0.0837,-1.4719,-1.8551,0.0013,0.0962,0.0968
886,0.3,7000000,-13.331,12.36,8.062,1.053,13.068,6.337,0.086,-1.4754,-1.8144,0.0014,0.0921,0.0983
887,0.3,7000000,-9.978,12.36,8.062,1.053,13.068,6.337,0.1124,-1.5225,-1.2629,0.0021,0.0407,0.1199
888,0.3,7000000,-7.911,12.36,8.062,1.053,13.068,6.337,0.1236,-1.535,-0.9462,0.0029,0.0167,0.1279
889,0.3,7000000,-4.668,12.36,8.062,1.053,13.068,6.337,0.1347,-1.4987,-0.5073,0.0067,-0.0083,0.1212
890,0.3,7000000,-4.506,12.36,8.062,1.053,13.068,6.337,0.135,-1.4919,-0.4873,0.0072,-0.0091,0.1193
891,0.3,7000000,1.635,12.36,8.062,1.053,13.068,6.337,0.1373,-1.5409,0.0952,0.0016,-0.014,0.1364
892,0.3,7000000,1.821,12.36,8.062,1.053,13.068,6.337,0.137,-1.542,0.1112,0.0015,-0.0139,0.1365
893,0.3,7000000,2.228,12.36,8.062,1.053,13.068,6.337,0.1362,-1.5443,0.1465,0.0011,-0.0138,0.1368
894,0.3,7000000,6.491,12.36,8.062,1.053,13.068,6.337,0.1206,-1.5855,0.6297,-0.002,-0.0374,0.1419
895,0.3,7000000,6.682,12.36,8.062,1.053,13.068,6.337,0.1196,-1.5879,0.6556,-0.0022,-0.0391,0.1422
896,0.3,7000000,-14.916,6.36,18.302,-14.657,18.823,12.229,0.2329,-0.4433,-2.131,0.002,0.1326,-0.0149
897,0.3,7000000,-6.535,6.36,18.302,-14.657,18.823,12.229,0.276,-0.6178,-0.9353,-0.0012,-0.0311,0.0339
898,0.3,7000000,-6.115,6.36,18.302,-14.657,18.823,12.229,0.2767,-0.6333,-0.8826,-0.0021,-0.0381,0.0392
899,0.3,7000000,-3.737,6.36,18.302,-14.657,18.823,12.229,0.2775,-0.7219,-0.5967,-0.0072,-0.0725,0.0704
900,0.3,7000000,1.095,6.36,18.302,-14.657,18.823,12.229,0.2624,-0.6949,-0.1062,-0.0054,-0.0975,0.0649
901,0.3,7000000,3.535,6.36,18.302,-14.657,18.823,12.229,0.2485,-0.7139,0.1666,-0.0056,-0.1111,0.0679
902,0.3,7000000,5.038,6.36,18.302,-14.657,18.823,12.229,0.2385,-0.6862,0.3547,-0.0033,-0.1246,0.0565
903,0.3,7000000,5.311,6.36,18.302,-14.657,18.823,12.229,0.2365,-0.6798,0.39,-0.0029,-0.1274,0.054
904,0.3,7000000,5.462,6.36,18.302,-14.657,18.823,12.229,0.2354,-0.6764,0.4097,-0.0026,-0.129,0.0527
905,0.3,7000000,6.098,6.36,18.302,-14.657,18.823,12.229,0.2307,-0.6621,0.4939,-0.0016,-0.1358,0.0469
906,0.3,7000000,8.494,6.36,18.302,-14.657,18.823,12.229,0.2101,-0.6128,0.8219,0.0016,-0.162,0.0265
907,0.3,7000000,8.584,6.36,18.302,-14.657,18.823,12.229,0.2093,-0.6111,0.8346,0.0017,-0.163,0.0258
908,0.3,7000000,11.981,6.36,18.302,-14.657,18.823,12.229,0.1721,-0.5521,1.3404,0.0051,-0.2068,0.0012
909,0.3,7000000,13.035,6.36,18.302,-14.657,18.823,12.229,0.1583,-0.5639,1.5096,0.0045,-0.2229,0.0036
910,0.3,7000000,-11.505,-0.21,-3.418,8.142,-9.263,17.126,0.1849,-0.0287,-1.4873,0.004,0.1214,-0.0261
911,0.3,7000000,-10.092,-0.21,-3.418,8.142,-9.263,17.126,0.1957,0.0452,-1.2811,0.0087,0.0986,-0.0485
912,0.3,7000000,-6.904,-0.21,-3.418,8.142,-9.263,17.126,0.2143,0.0022,-0.8483,0.0079,0.0457,-0.0348
913,0.3,7000000,-4.395,-0.21,-3.418,8.142,-9.263,17.126,0.2229,-0.046,-0.5375,0.0046,0.006,-0.0199
914,0.3,7000000,-2.651,-0.21,-3.418,8.142,-9.263,17.126,0.2258,-0.1507,-0.3413,0.0033,-0.0151,0.0123
915,0.3,7000000,-2.531,-0.21,-3.418,8.142,-9.263,17.126,0.2259,-0.162,-0.3282,0.0034,-0.0162,0.0158
916,0.3,7000000,-2.111,-0.21,-3.418,8.142,-9.263,17.126,0.226,-0.1924,-0.283,0.0047,-0.0197,0.0252
917,0.3,7000000,0.092,-0.21,-3.418,8.142,-9.263,17.126,0.2246,-0.0578,-0.0628,-0.0002,-0.0313,-0.016
918,0.3,7000000,0.213,-0.21,-3.418,8.142,-9.263,17.126,0.2245,-0.0566,-0.0515,-0.0005,-0.0316,-0.0164
919,0.3,7000000,0.677,-0.21,-3.418,8.142,-9.263,17.126,0.224,-0.0708,-0.0094,-0.0003,-0.0324,-0.012
920,0.3,7000000,2.308,-0.21,-3.418,8.142,-9.263,17.126,0.2212,-0.1638,0.1671,0.0034,-0.0418,0.017
921,0.3,7000000,6.752,-0.21,-3.418,8.142,-9.263,17.126,0.2051,-0.0058,0.7143,0.0071,-0.0773,-0.0308
922,0.3,7000000,9.645,-0.21,-3.418,8.142,-9.263,17.126,0.1865,0.0559,1.1438,0.0087,-0.1228,-0.0497
923,0.3,7000000,11.844,-0.21,-3.418,8.142,-9.263,17.126,0.1667,-0.0085,1.4651,0.0039,-0.1613,-0.0301
924,0.3,7000000,-13.96,9.12,-3.64,-3.615,-4.2,-11.271,0.0778,-1.1849,-1.8149,-0.0062,0.1606,0.079
925,0.3,7000000,-13.339,9.12,-3.64,-3.615,-4.2,-11.271,0.0854,-1.2068,-1.7093,-0.0064,0.1502,0.0857
926,0.3,7000000,-7.965,9.12,-3.64,-3.615,-4.2,-11.271,0.1345,-1.3518,-0.8777,-0.0058,0.0726,0.1298
927,0.3,7000000,-6.5,9.12,-3.64,-3.615,-4.2,-11.271,0.143,-1.3002,-0.6779,-0.0012,0.0571,0.1147
928,0.3,7000000,-2.069,9.12,-3.64,-3.615,-4.2,-11.271,0.1597,-1.1488,-0.1393,0.0102,0.0291,0.0719
929,0.3,7000000,-1.116,9.12,-3.64,-3.615,-4.2,-11.271,0.1618,-1.1306,-0.0426,0.0112,0.0282,0.0667
930,0.3,7000000,-0.443,9.12,-3.64,-3.615,-4.2,-11.271,0.163,-1.1241,0.0238,0.0116,0.028,0.0649
931,0.3,7000000,-0.294,9.12,-3.64,-3.615,-4.2,-11.271,0.1633,-1.1233,0.0384,0.0116,0.0279,0.0647
932,0.3,7000000,2.277,9.12,-3.64,-3.615,-4.2,-11.271,0.1652,-1.1411,0.2896,0.0102,0.0255,0.0691
933,0.3,7000000,5.542,9.12,-3.64,-3.615,-4.2,-11.271,0.1608,-1.2261,0.6754,0.0037,0.0041,0.0919
934,0.3,7000000,7.057,9.12,-3.64,-3.615,-4.2,-11.271,0.1558,-1.2646,0.8768,0.0002,-0.0109,0.1024
935,0.3,7000000,10.049,9.12,-3.64,-3.615,-4.2,-11.271,0.1395,-1.3376,1.3049,-0.007,-0.0489,0.125
936,0.3,7000000,10.081,9.12,-3.64,-3.615,-4.2,-11.271,0.1393,-1.3387,1.3097,-0.0071,-0.0495,0.1253
937,0.3,7000000,11.35,9.12,-3.64,-3.615,-4.2,-11.271,0.1294,-1.3404,1.502,-0.0085,-0.071,0.1272
938,0.3,7000000,-14.943,11.95,-10.509,-17.069,-1.926,-3.665,0.074,-1.502,-2.0571,-0.0048,0.1285,0.1338
939,0.3,7000000,-14.111,11.95,-10.509,-17.069,-1.926,-3.665,0.0836,-1.5246,-1.9163,-0.0047,0.1124,0.1412
940,0.3,7000000,-11.584,11.95,-10.509,-17.069,-1.926,-3.665,0.1094,-1.5958,-1.501,-0.0049,0.0651,0.166
941,0.3,7000000,-9.523,11.95,-10.509,-17.069,-1.926,-3.665,0.1274,-1.6623,-1.1872,-0.0058,0.029,0.1897
942,0.3,7000000,-3.169,11.95,-10.509,-17.069,-1.926,-3.665,0.1549,-1.8931,-0.3942,-0.0123,-0.0474,0.2694
943,0.3,7000000,-2.854,11.95,-10.509,-17.069,-1.926,-3.665,0.1549,-1.8837,-0.3657,-0.0119,-0.048,0.2667
944,0.3,7000000,0.714,11.95,-10.509,-17.069,-1.926,-3.665,0.1499,-1.8221,-0.0536,-0.0095,-0.0478,0.248
945,0.3,7000000,2.019,11.95,-10.509,-17.069,-1.926,-3.665,0.1455,-1.8222,0.0668,-0.0104,-0.048,0.2474
946,0.3,7000000,3.251,11.95,-10.509,-17.069,-1.926,-3.665,0.1402,-1.8332,0.1858,-0.0122,-0.0493,0.2498
947,0.3,7000000,6.314,11.95,-10.509,-17.069,-1.926,-3.665,0.1229,-1.8608,0.5637,-0.0154,-0.0696,0.2551
948,0.3,7000000,11.108,11.95,-10.509,-17.069,-1.926,-3.665,0.0845,-1.6527,1.2797,-0.0067,-0.1263,0.1832
949,0.3,7000000,11.335,11.95,-10.509,-17.069,-1.926,-3.665,0.0823,-1.646,1.3166,-0.0065,-0.1296,0.1808
950,0.3,7000000,11.623,11.95,-10.509,-17.069,-1.926,-3.665,0.0794,-1.6377,1.3637,-0.0062,-0.134,0.1778
951,0.3,7000000,14.637,11.95,-10.509,-17.069,-1.926,-3.665,0.0443,-1.5556,1.871,-0.003,-0.1812,0.1483
952,0.3,7000000,-14.611,-2.53,-6.818,-9.133,-19.762,13.628,0.2099,-0.0384,-2.0714,-0.0021,0.1344,0.0039
953,0.3,7000000,-9.522,-2.53,-6.818,-9.133,-19.762,13.628,0.245,0.0582,-1.3205,0.0031,0.0312,-0.0208
954,0.3,7000000,-8.298,-2.53,-6.818,-9.133,-19.762,13.628,0.2496,0.1389,-1.1509,0.0079,0.008,-0.0451
955,0.3,7000000,-4.674,-2.53,-6.818,-9.133,-19.762,13.628,0.2552,0.142,-0.6829,0.0101,-0.0505,-0.0484
956,0.3,7000000,-2.885,-2.53,-6.818,-9.133,-19.762,13.628,0.2532,0.1043,-0.5179,0.0099,-0.0569,-0.0384
957,0.3,7000000,-2.1,-2.53,-6.818,-9.133,-19.762,13.628,0.251,0.0888,-0.4178,0.0083,-0.0665,-0.0342
958,0.3,7000000,1.413,-2.53,-6.818,-9.133,-19.762,13.628,0.2377,0.0774,-0.0623,0.0075,-0.0813,-0.0312
959,0.3,7000000,1.911,-2.53,-6.818,-9.133,-19.762,13.628,0.2354,0.085,-0.021,0.0085,-0.0803,-0.0332
960,0.3,7000000,2.356,-2.53,-6.818,-9.133,-19.762,13.628,0.2333,0.0928,0.0174,0.0095,-0.0798,-0.0352
961,0.3,7000000,6.14,-2.53,-6.818,-9.133,-19.762,13.628,0.2117,0.1751,0.5436,0.0095,-0.1309,-0.0572
962,0.3,7000000,6.989,-2.53,-6.818,-9.133,-19.762,13.628,0.2057,0.1903,0.6622,0.0096,-0.1407,-0.0612
963,0.3,7000000,10.893,-2.53,-6.818,-9.133,-19.762,13.628,0.1707,0.0518,1.2325,-0.0005,-0.1896,-0.0209
964,0.3,7000000,11.402,-2.53,-6.818,-9.133,-19.762,13.628,0.1652,0.0294,1.3098,-0.0019,-0.1964,-0.0147
965,0.3,7000000,13.13,-2.53,-6.818,-9.133,-19.762,13.628,0.1447,-0.0341,1.5782,-0.0057,-0.2203,0.002
966,0.3,7000000,-13.26,-11.09,12.007,13.662,-9.251,14.753,0.0959,1.2346,-1.6788,0.0031,0.1428,-0.1671
967,0.3,7000000,-13.118,-11.09,12.007,13.662,-9.251,14.753,0.0975,1.2377,-1.6556,0.0031,0.14,-0.1682
968,0.3,7000000,-12.359,-11.09,12.007,13.662,-9.251,14.753,0.1059,1.2543,-1.534,0.003,0.125,-0.1742
969,0.3,7000000,-7.1,-11.09,12.007,13.662,-9.251,14.753,0.1504,1.3778,-0.7797,0.0035,0.032,-0.2184
970,0.3,7000000,-4.887,-11.09,12.007,13.662,-9.251,14.753,0.1609,1.4025,-0.5052,0.003,0.0083,-0.2285
971,0.3,7000000,-0.489,-11.09,12.007,13.662,-9.251,14.753,0.167,1.403,-0.056,0.0024,-0.0038,-0.2315
972,0.3,7000000,1.359,-11.09,12.007,13.662,-9.251,14.753,0.1651,1.3954,0.1162,0.0026,-0.0027,-0.2287
973,0.3,7000000,4.861,-11.09,12.007,13.662,-9.251,14.753,0.1547,1.3744,0.4947,0.0038,-0.0154,-0.2187
974,0.3,7000000,5.358,-11.09,12.007,13.662,-9.251,14.753,0.1527,1.3706,0.5558,0.004,-0.0191,-0.2169
975,0.3,7000000,7.175,-11.09,12.007,13.662,-9.251,14.753,0.144,1.3549,0.7915,0.0043,-0.0371,-0.21
976,0.3,7000000,9.191,-11.09,12.007,13.662,-9.251,14.753,0.1312,1.3361,1.073,0.0044,-0.0654,-0.2027
977,0.3,7000000,9.973,-11.09,12.007,13.662,-9.251,14.753,0.125,1.3281,1.1856,0.0044,-0.0784,-0.1994
978,0.3,7000000,12.45,-11.09,12.007,13.662,-9.251,14.753,0.1009,1.2742,1.5631,0.0027,-0.1246,-0.1796
979,0.3,7000000,12.727,-11.09,12.007,13.662,-9.251,14.753,0.0979,1.2672,1.607,0.0025,-0.13,-0.1771
980,0.3,7000000,-14.472,0.74,18.767,-17.453,-1.75,13.68,0.2316,-0.2262,-2.0522,-0.0006,0.1324,-0.0709
981,0.3,7000000,-12.05,0.74,18.767,-17.453,-1.75,13.68,0.2529,-0.2041,-1.6878,0.0008,0.0806,-0.078
982,0.3,7000000,-11.162,0.74,18.767,-17.453,-1.75,13.68,0.2593,-0.1927,-1.5621,0.0015,0.0621,-0.0815
983,0.3,7000000,-9.077,0.74,18.767,-17.453,-1.75,13.68,0.271,-0.1434,-1.2756,0.0043,0.0187,-0.0964
984,0.3,7000000,-5.096,0.74,18.767,-17.453,-1.75,13.68,0.281,-0.1503,-0.762,0.003,-0.0608,-0.0923
985,0.3,7000000,-0.229,0.74,18.767,-17.453,-1.75,13.68,0.2699,-0.1915,-0.2493,-0.0027,-0.1132,-0.0771
986,0.3,7000000,0.842,0.74,18.767,-17.453,-1.75,13.68,0.2644,-0.189,-0.1367,-0.0002,-0.1213,-0.0781
987,0.3,7000000,4.791,0.74,18.767,-17.453,-1.75,13.68,0.2389,-0.1662,0.3106,0.0044,-0.1476,-0.0871
988,0.3,7000000,5.953,0.74,18.767,-17.453,-1.75,13.68,0.23,-0.1824,0.4601,0.004,-0.1584,-0.0828
989,0.3,7000000,6.566,0.74,18.767,-17.453,-1.75,13.68,0.2249,-0.1897,0.5421,0.0038,-0.1646,-0.0809
990,0.3,7000000,8.405,0.74,18.767,-17.453,-1.75,13.68,0.2083,-0.2068,0.8024,0.0033,-0.1871,-0.0767
991,0.3,7000000,9.966,0.74,18.767,-17.453,-1.75,13.68,0.1926,-0.2085,1.0262,0.0031,-0.2067,-0.0767
992,0.3,7000000,13.919,0.74,18.767,-17.453,-1.75,13.68,0.1433,-0.2231,1.6309,0.0018,-0.2617,-0.0728
993,0.3,7000000,14.423,0.74,18.767,-17.453,-1.75,13.68,0.136,-0.2273,1.7136,0.0015,-0.2697,-0.0715
994,0.3,7000000,-11.42,9.93,0.345,19.086,19.192,1.05,0.1109,-0.8804,-1.3143,0.0055,0.1566,0.0765
995,0.3,7000000,-6.914,9.93,0.345,19.086,19.192,1.05,0.1483,-0.9855,-0.6439,0.0037,0.1007,0.1112
996,0.3,7000000,-6.608,9.93,0.345,19.086,19.192,1.05,0.1504,-0.9893,-0.6028,0.0036,0.0979,0.1128
997,0.3,7000000,-5.465,9.93,0.345,19.086,19.192,1.05,0.1581,-1,-0.4516,0.0034,0.0879,0.1175
998,0.3,7000000,-4.77,9.93,0.345,19.086,19.192,1.05,0.1625,-1.0045,-0.3628,0.0033,0.0825,0.1198
999,0.3,7000000,-3.978,9.93,0.345,19.086,19.192,1.05,0.1671,-1.0085,-0.2653,0.0031,0.0771,0.1221
1000,0.3,7000000,-1.791,9.93,0.345,19.086,19.192,1.05,0.1777,-1.0125,-0.0281,0.0022,0.0667,0.1257
1001,0.3,7000000,-1.571,9.93,0.345,19.086,19.192,1.05,0.1786,-1.0126,-0.0062,0.002,0.0661,0.1259
1002,0.3,7000000,-0.172,9.93,0.345,19.086,19.192,1.05,0.1834,-1.013,0.1291,0.0015,0.0635,0.1266
1003,0.3,7000000,1.756,9.93,0.345,19.086,19.192,1.05,0.1875,-1.0123,0.3085,0.0014,0.0615,0.1262
1004,0.3,7000000,2.742,9.93,0.345,19.086,19.192,1.05,0.1884,-1.0108,0.4014,0.0013,0.0597,0.1251
1005,0.3,7000000,9.293,9.93,0.345,19.086,19.192,1.05,0.1655,-0.9786,1.2049,0.0036,-0.0197,0.1112
1006,0.3,7000000,10.209,9.93,0.345,19.086,19.192,1.05,0.159,-0.9736,1.3367,0.0037,-0.0362,0.1103
1007,0.3,7000000,13.571,9.93,0.345,19.086,19.192,1.05,0.1303,-0.9668,1.8657,0.0037,-0.0991,0.1081
1008,0.3,7000000,-12.118,-5.53,12.18,11.667,-0.189,-8.697,0.1071,0.5096,-1.4181,0.0029,0.1911,-0.0732
1009,0.3,7000000,-10.481,-5.53,12.18,11.667,-0.189,-8.697,0.1245,0.5274,-1.1677,0.0008,0.1693,-0.0751
1010,0.3,7000000,-4.609,-5.53,12.18,11.667,-0.189,-8.697,0.1677,0.5521,-0.3623,-0.0049,0.0985,-0.0834
1011,0.3,7000000,-3.877,-5.53,12.18,11.667,-0.189,-8.697,0.1718,0.5605,-0.2723,-0.0047,0.0927,-0.0871
1012,0.3,7000000,-2.57,-5.53,12.18,11.667,-0.189,-8.697,0.1785,0.5676,-0.1236,-0.0051,0.0862,-0.0909
1013,0.3,7000000,-0.898,-5.53,12.18,11.667,-0.189,-8.697,0.1863,0.5717,0.0592,-0.0047,0.081,-0.0934
1014,0.3,7000000,0.49,-5.53,12.18,11.667,-0.189,-8.697,0.192,0.5726,0.2034,-0.0044,0.0789,-0.0938
1015,0.3,7000000,0.59,-5.53,12.18,11.667,-0.189,-8.697,0.1923,0.5725,0.2134,-0.0044,0.0788,-0.0937
1016,0.3,7000000,2.56,-5.53,12.18,11.667,-0.189,-8.697,0.1983,0.568,0.4131,-0.0047,0.0758,-0.0909
1017,0.3,7000000,4.643,-5.53,12.18,11.667,-0.189,-8.697,0.2016,0.5567,0.6703,-0.0046,0.0574,-0.0846
1018,0.3,7000000,4.981,-5.53,12.18,11.667,-0.189,-8.697,0.2018,0.5537,0.7141,-0.0047,0.0536,-0.0831
1019,0.3,7000000,7.594,-5.53,12.18,11.667,-0.189,-8.697,0.1997,0.5056,1.0633,-0.0058,0.0182,-0.0658
1020,0.3,7000000,7.778,-5.53,12.18,11.667,-0.189,-8.697,0.1992,0.5014,1.0881,-0.0059,0.0153,-0.0645
1021,0.3,7000000,8.116,-5.53,12.18,11.667,-0.189,-8.697,0.1983,0.4944,1.1334,-0.006,0.0098,-0.0623
1022,0.3,7000000,-10.235,-7.9,14.229,-3.23,-15.665,-6.755,0.1356,0.6364,-1.2619,0.002,0.092,-0.1378
1023,0.3,7000000,-9.276,-7.9,14.229,-3.23,-15.665,-6.755,0.1418,0.6765,-1.1185,0.0031,0.0802,-0.1496
1024,0.3,7000000,-8.085,-7.9,14.229,-3.23,-15.665,-6.755,0.1485,0.6982,-0.9452,0.0034,0.0662,-0.1563
1025,0.3,7000000,-8.007,-7.9,14.229,-3.23,-15.665,-6.755,0.1489,0.6978,-0.934,0.0033,0.0653,-0.1562
1026,0.3,7000000,-4.255,-7.9,14.229,-3.23,-15.665,-6.755,0.1634,0.7172,-0.4354,0.0023,0.0295,-0.1655
1027,0.3,7000000,-2.744,-7.9,14.229,-3.23,-15.665,-6.755,0.1668,0.724,-0.2537,0.0023,0.0186,-0.1693
1028,0.3,7000000,-1.726,-7.9,14.229,-3.23,-15.665,-6.755,0.1685,0.7268,-0.1437,0.0025,0.0148,-0.171
1029,0.3,7000000,1.235,-7.9,14.229,-3.23,-15.665,-6.755,0.171,0.7315,0.1515,0.0031,0.0119,-0.173
1030,0.3,7000000,2.022,-7.9,14.229,-3.23,-15.665,-6.755,0.171,0.7322,0.2318,0.0032,0.0105,-0.1727
1031,0.3,7000000,5.749,-7.9,14.229,-3.23,-15.665,-6.755,0.1662,0.7072,0.6819,0.002,-0.015,-0.1614
1032,0.3,7000000,9.869,-7.9,14.229,-3.23,-15.665,-6.755,0.1497,0.6221,1.2579,-0.0014,-0.0611,-0.1344
1033,0.3,7000000,9.904,-7.9,14.229,-3.23,-15.665,-6.755,0.1495,0.6212,1.263,-0.0014,-0.0616,-0.1341
1034,0.3,7000000,11.577,-7.9,14.229,-3.23,-15.665,-6.755,0.1389,0.5861,1.5197,-0.0028,-0.0876,-0.1261
1035,0.3,7000000,13.236,-7.9,14.229,-3.23,-15.665,-6.755,0.1251,0.568,1.7829,-0.0032,-0.1178,-0.123
1036,0.3,7000000,-13.045,-14.53,14.359,18.634,5.697,13.656,0.071,2.0592,-1.5831,0.005,0.1275,-0.2111
1037,0.3,7000000,-11.317,-14.53,14.359,18.634,5.697,13.656,0.0923,2.0995,-1.3077,0.0051,0.0942,-0.2276
1038,0.3,7000000,-8.914,-14.53,14.359,18.634,5.697,13.656,0.1181,2.1538,-0.9458,0.0054,0.0552,-0.2506
1039,0.3,7000000,-8.5,-14.53,14.359,18.634,5.697,13.656,0.1219,2.1628,-0.8856,0.0055,0.0497,-0.2544
1040,0.3,7000000,-7.36,-14.53,14.359,18.634,5.697,13.656,0.1312,2.1862,-0.7229,0.0057,0.0369,-0.2644
1041,0.3,7000000,-7.092,-14.53,14.359,18.634,5.697,13.656,0.1332,2.1915,-0.6856,0.0058,0.0343,-0.2667
1042,0.3,7000000,-5.647,-14.53,14.359,18.634,5.697,13.656,0.1425,2.2189,-0.4935,0.0062,0.0221,-0.2783
1043,0.3,7000000,-3.272,-14.53,14.359,18.634,5.697,13.656,0.1504,2.253,-0.2307,0.0075,0.0103,-0.2929
1044,0.3,7000000,0.452,-14.53,14.359,18.634,5.697,13.656,0.1504,2.2761,0.0771,0.0106,0.0177,-0.3023
1045,0.3,7000000,0.464,-14.53,14.359,18.634,5.697,13.656,0.1504,2.2761,0.0781,0.0106,0.0177,-0.3023
1046,0.3,7000000,1.848,-14.53,14.359,18.634,5.697,13.656,0.1476,2.2703,0.1971,0.0115,0.0193,-0.2999
1047,0.3,7000000,5.743,-14.53,14.359,18.634,5.697,13.656,0.1342,2.2163,0.6099,0.0118,0.0021,-0.2777
1048,0.3,7000000,6.229,-14.53,14.359,18.634,5.697,13.656,0.1323,2.2079,0.6725,0.0117,-0.0023,-0.2741
